,emotion
7866,sadness
7867,joy
7868,joy
7869,joy
7870,neutral
7871,neutral
7872,joy
7873,joy
7874,joy
7875,joy
7876,neutral
7877,neutral
7878,sadness
7879,joy
7880,joy
7881,joy
7882,joy
7883,neutral
7884,joy
7885,joy
7886,joy
7887,joy
7888,joy
7889,joy
7890,sadness
7891,neutral
7892,joy
7893,joy
7894,joy
7895,neutral
7896,joy
7897,joy
7898,joy
7899,joy
7900,sadness
7901,joy
7902,joy
7903,sadness
7904,joy
7905,neutral
7906,joy
7907,joy
7908,joy
7909,neutral
7910,joy
7911,neutral
7912,joy
7913,joy
7914,sadness
7915,joy
7916,neutral
7917,neutral
7918,joy
7919,neutral
7920,joy
7921,joy
7922,joy
7923,joy
7924,joy
7925,joy
7926,joy
7927,joy
7928,joy
7929,neutral
7930,joy
7931,joy
7932,joy
7933,joy
7934,joy
7935,joy
7936,joy
7937,joy
7938,joy
7939,fear
7940,joy
7941,joy
7942,neutral
7943,sadness
7944,neutral
7945,joy
7946,joy
7947,joy
7948,joy
7949,joy
7950,joy
7951,sadness
7952,joy
7953,joy
7954,joy
7955,neutral
7956,joy
7957,joy
7958,neutral
7959,joy
7960,joy
7961,anger
7962,joy
7963,joy
7964,joy
7965,joy
7966,joy
7967,sadness
7968,joy
7969,joy
7970,joy
7971,joy
7972,joy
7973,joy
7974,joy
7975,joy
7976,joy
7977,neutral
7978,joy
7979,joy
7980,joy
7981,neutral
7982,joy
7983,joy
7984,joy
7985,joy
7986,joy
7987,joy
7988,joy
7989,joy
7990,neutral
7991,joy
7992,joy
7993,joy
7994,joy
7995,joy
7996,neutral
7997,joy
7998,neutral
7999,joy
8000,sadness
8001,neutral
8002,joy
8003,joy
8004,joy
8005,joy
8006,joy
8007,joy
8008,joy
8009,sadness
8010,joy
8011,joy
8012,joy
8013,joy
8014,joy
8015,joy
8016,joy
8017,joy
8018,joy
8019,joy
8020,joy
8021,neutral
8022,joy
8023,joy
8024,joy
8025,joy
8026,joy
8027,joy
8028,neutral
8029,joy
8030,joy
8031,joy
8032,joy
8033,joy
8034,joy
8035,neutral
8036,joy
8037,joy
8038,neutral
8039,neutral
8040,joy
8041,joy
8042,sadness
8043,joy
8044,neutral
8045,joy
8046,joy
8047,joy
8048,joy
8049,neutral
8050,joy
8051,joy
8052,joy
8053,disgust
8054,joy
8055,sadness
8056,joy
8057,joy
8058,neutral
8059,joy
8060,joy
8061,joy
8062,joy
8063,joy
8064,neutral
8065,disgust
8066,joy
8067,neutral
8068,joy
8069,joy
8070,neutral
8071,joy
8072,joy
8073,joy
8074,joy
8075,joy
8076,joy
8077,joy
8078,joy
8079,joy
8080,joy
8081,joy
8082,joy
8083,joy
8084,joy
8085,joy
8086,neutral
8087,joy
8088,neutral
8089,joy
8090,joy
8091,joy
8092,neutral
8093,joy
8094,joy
8095,joy
8096,joy
8097,joy
8098,joy
8099,joy
8100,joy
8101,joy
8102,joy
8103,joy
8104,joy
8105,neutral
8106,joy
8107,joy
8108,joy
8109,disgust
8110,joy
8111,joy
8112,joy
8113,joy
8114,sadness
8115,neutral
8116,joy
8117,neutral
8118,joy
8119,joy
8120,joy
8121,joy
8122,joy
8123,joy
8124,joy
8125,joy
8126,joy
8127,joy
8128,joy
8129,joy
8130,joy
8131,joy
8132,joy
8133,joy
8134,joy
8135,neutral
8136,sadness
8137,joy
8138,joy
8139,neutral
8140,joy
8141,joy
8142,neutral
8143,neutral
8144,joy
8145,joy
8146,joy
8147,neutral
8148,joy
8149,joy
8150,joy
8151,joy
8152,joy
8153,joy
8154,joy
8155,joy
8156,joy
8157,joy
8158,joy
8159,joy
8160,sadness
8161,joy
8162,joy
8163,joy
8164,joy
8165,sadness
8166,joy
8167,joy
8168,joy
8169,joy
8170,joy
8171,joy
8172,neutral
8173,joy
8174,joy
8175,joy
8176,joy
8177,anger
8178,joy
8179,joy
8180,neutral
8181,joy
8182,joy
8183,joy
8184,joy
8185,sadness
8186,joy
8187,neutral
8188,joy
8189,joy
8190,joy
8191,joy
8192,joy
8193,joy
8194,joy
8195,sadness
8196,joy
8197,neutral
8198,joy
8199,sadness
8200,joy
8201,joy
8202,joy
8203,neutral
8204,sadness
8205,sadness
8206,joy
8207,disgust
8208,joy
8209,neutral
8210,joy
8211,joy
8212,joy
8213,joy
8214,joy
8215,joy
8216,joy
8217,sadness
8218,neutral
8219,neutral
8220,joy
8221,joy
8222,joy
8223,joy
8224,joy
8225,joy
8226,joy
8227,joy
8228,joy
8229,joy
8230,joy
8231,joy
8232,joy
8233,joy
8234,sadness
8235,anger
8236,joy
8237,joy
8238,joy
8239,anger
8240,joy
8241,sadness
8242,joy
8243,joy
8244,joy
8245,joy
8246,joy
8247,joy
8248,joy
8249,joy
8250,anger
8251,joy
8252,joy
8253,joy
8254,joy
8255,joy
8256,joy
8257,joy
8258,joy
8259,joy
8260,joy
8261,joy
8262,sadness
8263,joy
8264,joy
8265,joy
8266,joy
8267,joy
8268,joy
8269,joy
8270,joy
8271,joy
8272,joy
8273,joy
8274,joy
8275,joy
8276,joy
8277,joy
8278,neutral
8279,joy
8280,joy
8281,joy
8282,joy
8283,joy
8284,joy
8285,joy
8286,joy
8287,joy
8288,joy
8289,joy
8290,joy
8291,neutral
8292,joy
8293,joy
8294,joy
8295,joy
8296,anger
8297,joy
8298,joy
8299,joy
8300,joy
8301,joy
8302,joy
8303,joy
8304,joy
8305,joy
8306,joy
8307,anger
8308,joy
8309,sadness
8310,joy
8311,joy
8312,joy
8313,joy
8314,joy
8315,joy
8316,joy
8317,joy
8318,joy
8319,joy
8320,joy
8321,joy
8322,joy
8323,joy
8324,joy
8325,joy
8326,joy
8327,neutral
8328,joy
8329,joy
8330,joy
8331,joy
8332,joy
8333,joy
8334,joy
8335,neutral
8336,neutral
8337,joy
8338,joy
8339,joy
8340,joy
8341,joy
8342,joy
8343,joy
8344,joy
8345,neutral
8346,neutral
8347,joy
8348,joy
8349,joy
8350,sadness
8351,joy
8352,joy
8353,joy
8354,sadness
8355,joy
8356,neutral
8357,joy
8358,joy
8359,joy
8360,joy
8361,joy
8362,joy
8363,joy
8364,joy
8365,joy
8366,joy
8367,joy
8368,joy
8369,joy
8370,joy
8371,joy
8372,joy
8373,joy
8374,joy
8375,joy
8376,joy
8377,joy
8378,sadness
8379,sadness
8380,joy
8381,joy
8382,joy
8383,anger
8384,joy
8385,disgust
8386,joy
8387,joy
8388,joy
8389,joy
8390,disgust
8391,joy
8392,joy
8393,joy
8394,joy
8395,joy
8396,joy
8397,joy
8398,joy
8399,joy
8400,joy
8401,sadness
8402,joy
8403,joy
8404,joy
8405,joy
8406,neutral
8407,joy
8408,disgust
8409,joy
8410,joy
8411,sadness
8412,joy
8413,neutral
8414,joy
8415,joy
8416,joy
8417,joy
8418,sadness
8419,joy
8420,joy
8421,joy
8422,joy
8423,neutral
8424,joy
8425,joy
8426,joy
8427,joy
8428,joy
8429,joy
8430,anger
8431,joy
8432,joy
8433,joy
8434,joy
8435,joy
8436,joy
8437,joy
8438,joy
8439,joy
8440,joy
8441,joy
8442,joy
8443,joy
8444,joy
8445,joy
8446,joy
8447,joy
8448,joy
8449,joy
8450,joy
8451,joy
8452,joy
8453,joy
8454,joy
8455,joy
8456,joy
8457,joy
8458,neutral
8459,joy
8460,joy
8461,joy
8462,joy
8463,joy
8464,joy
8465,joy
8466,joy
8467,joy
8468,joy
8469,joy
8470,joy
8471,joy
8472,joy
8473,joy
8474,sadness
8475,joy
8476,joy
8477,joy
8478,joy
8479,joy
8480,joy
8481,neutral
8482,joy
8483,joy
8484,joy
8485,joy
8486,joy
8487,joy
8488,joy
8489,neutral
8490,sadness
8491,joy
8492,disgust
8493,joy
8494,joy
8495,joy
8496,anger
8497,neutral
8498,joy
8499,joy
8500,joy
8501,joy
8502,joy
8503,joy
8504,joy
8505,joy
8506,neutral
8507,joy
8508,joy
8509,sadness
8510,joy
8511,joy
8512,sadness
8513,joy
8514,neutral
8515,joy
8516,joy
8517,joy
8518,joy
8519,joy
8520,joy
8521,joy
8522,joy
8523,neutral
8524,joy
8525,joy
8526,joy
8527,joy
8528,joy
8529,joy
8530,joy
8531,joy
8532,sadness
8533,joy
8534,joy
8535,joy
8536,joy
8537,joy
8538,joy
8539,joy
8540,neutral
8541,joy
8542,joy
8543,joy
8544,sadness
8545,joy
8546,joy
8547,joy
8548,joy
8549,joy
8550,joy
8551,joy
8552,joy
8553,joy
8554,joy
8555,joy
8556,joy
8557,joy
8558,joy
8559,joy
8560,joy
8561,neutral
8562,joy
8563,joy
8564,joy
8565,joy
8566,joy
8567,joy
8568,sadness
8569,joy
8570,joy
8571,joy
8572,joy
8573,joy
8574,sadness
8575,joy
8576,joy
8577,sadness
8578,joy
8579,joy
8580,fear
8581,joy
8582,joy
8583,joy
8584,disgust
8585,joy
8586,joy
8587,joy
8588,joy
8589,joy
8590,joy
8591,neutral
8592,joy
8593,joy
8594,sadness
8595,joy
8596,joy
8597,joy
8598,joy
8599,joy
8600,joy
8601,joy
8602,joy
8603,joy
8604,sadness
8605,joy
8606,joy
8607,joy
8608,neutral
8609,sadness
8610,joy
8611,joy
8612,joy
8613,joy
8614,joy
8615,joy
8616,joy
8617,sadness
8618,joy
8619,joy
8620,joy
8621,joy
8622,joy
8623,joy
8624,joy
8625,anger
8626,joy
8627,joy
8628,joy
8629,joy
8630,joy
8631,joy
8632,joy
8633,neutral
8634,disgust
8635,joy
8636,joy
8637,joy
8638,joy
8639,joy
8640,joy
8641,joy
8642,joy
8643,joy
8644,joy
8645,joy
8646,joy
8647,disgust
8648,joy
8649,neutral
8650,joy
8651,joy
8652,joy
8653,joy
8654,sadness
8655,joy
8656,joy
8657,joy
8658,joy
8659,sadness
8660,joy
8661,sadness
8662,joy
8663,joy
8664,joy
8665,joy
8666,joy
8667,joy
8668,joy
8669,joy
8670,joy
8671,joy
8672,joy
8673,joy
8674,joy
8675,joy
8676,joy
8677,joy
8678,joy
8679,joy
8680,joy
8681,joy
8682,joy
8683,joy
8684,joy
8685,joy
8686,joy
8687,joy
8688,joy
8689,joy
8690,joy
8691,joy
8692,joy
8693,joy
8694,joy
8695,joy
8696,joy
8697,neutral
8698,joy
8699,sadness
8700,joy
8701,joy
8702,joy
8703,joy
8704,joy
8705,joy
8706,anger
8707,joy
8708,joy
8709,sadness
8710,neutral
8711,joy
8712,joy
8713,joy
8714,joy
8715,joy
8716,neutral
8717,joy
8718,joy
8719,joy
8720,neutral
8721,neutral
8722,joy
8723,joy
8724,joy
8725,neutral
8726,joy
8727,sadness
8728,joy
8729,joy
8730,joy
8731,joy
8732,joy
8733,joy
8734,joy
8735,joy
8736,joy
8737,joy
8738,joy
8739,joy
8740,joy
8741,joy
8742,joy
8743,joy
8744,joy
8745,joy
8746,joy
8747,joy
8748,joy
8749,neutral
8750,joy
8751,joy
8752,joy
8753,joy
8754,joy
8755,joy
8756,joy
8757,joy
8758,neutral
8759,joy
8760,joy
8761,joy
8762,joy
8763,joy
8764,joy
8765,joy
8766,joy
8767,sadness
8768,joy
8769,joy
8770,joy
8771,joy
8772,joy
8773,joy
8774,joy
8775,joy
8776,sadness
8777,joy
8778,joy
8779,joy
8780,joy
8781,joy
8782,joy
8783,joy
8784,joy
8785,joy
8786,joy
8787,joy
8788,neutral
8789,neutral
8790,disgust
8791,joy
8792,joy
8793,joy
8794,joy
8795,joy
8796,joy
8797,disgust
8798,joy
8799,anger
8800,joy
8801,joy
8802,joy
8803,joy
8804,joy
8805,joy
8806,joy
8807,joy
8808,joy
8809,joy
8810,joy
8811,fear
8812,joy
8813,joy
8814,joy
8815,joy
8816,joy
8817,joy
8818,joy
8819,joy
8820,joy
8821,joy
8822,joy
8823,joy
8824,joy
8825,joy
8826,joy
8827,joy
8828,joy
8829,joy
8830,sadness
8831,joy
8832,joy
8833,neutral
8834,disgust
8835,joy
8836,joy
8837,joy
8838,joy
8839,joy
8840,joy
8841,neutral
8842,sadness
8843,joy
8844,sadness
8845,joy
8846,joy
8847,neutral
8848,sadness
8849,joy
8850,joy
8851,joy
8852,joy
8853,joy
8854,joy
8855,sadness
8856,joy
8857,joy
8858,joy
8859,joy
8860,joy
8861,joy
8862,joy
8863,joy
8864,joy
8865,sadness
8866,joy
8867,joy
8868,joy
8869,joy
8870,joy
8871,neutral
8872,neutral
8873,joy
8874,neutral
8875,joy
8876,joy
8877,joy
8878,joy
8879,joy
8880,joy
8881,joy
8882,joy
8883,joy
8884,sadness
8885,joy
8886,joy
8887,joy
8888,joy
8889,joy
8890,joy
8891,neutral
8892,joy
8893,joy
8894,joy
8895,joy
8896,joy
8897,joy
8898,joy
8899,joy
8900,joy
8901,joy
8902,joy
8903,neutral
8904,joy
8905,joy
8906,joy
8907,joy
8908,disgust
8909,neutral
8910,neutral
8911,joy
8912,joy
8913,joy
8914,joy
8915,joy
8916,neutral
8917,joy
8918,joy
8919,neutral
8920,anger
8921,joy
8922,joy
8923,joy
8924,joy
8925,anger
8926,joy
8927,neutral
8928,joy
8929,joy
8930,joy
8931,joy
8932,joy
8933,joy
8934,joy
8935,joy
8936,joy
8937,neutral
8938,joy
8939,joy
8940,joy
8941,sadness
8942,joy
8943,joy
8944,sadness
8945,neutral
8946,joy
8947,joy
8948,joy
8949,joy
8950,joy
8951,joy
8952,joy
8953,disgust
8954,neutral
8955,joy
8956,joy
8957,joy
8958,neutral
8959,joy
8960,joy
8961,sadness
8962,joy
8963,joy
8964,joy
8965,joy
8966,joy
8967,joy
8968,joy
8969,joy
8970,joy
8971,joy
8972,joy
8973,joy
8974,joy
8975,sadness
8976,joy
8977,joy
8978,joy
8979,joy
8980,disgust
8981,joy
8982,joy
8983,joy
8984,joy
8985,anger
8986,joy
8987,sadness
8988,joy
8989,joy
8990,joy
8991,joy
8992,joy
8993,joy
8994,joy
8995,joy
8996,joy
8997,joy
8998,joy
8999,sadness
9000,joy
9001,joy
9002,joy
9003,joy
9004,joy
9005,joy
9006,joy
9007,sadness
9008,joy
9009,joy
9010,sadness
9011,joy
9012,joy
9013,neutral
9014,fear
9015,joy
9016,joy
9017,sadness
9018,joy
9019,joy
9020,joy
9021,neutral
9022,joy
9023,joy
9024,joy
9025,joy
9026,joy
9027,joy
9028,joy
9029,joy
9030,joy
9031,joy
9032,neutral
9033,joy
9034,joy
9035,joy
9036,joy
9037,joy
9038,joy
9039,joy
9040,neutral
9041,joy
9042,joy
9043,joy
9044,joy
9045,neutral
9046,joy
9047,joy
9048,neutral
9049,joy
9050,neutral
9051,joy
9052,joy
9053,sadness
9054,neutral
9055,joy
9056,joy
9057,joy
9058,joy
9059,joy
9060,neutral
9061,joy
9062,joy
9063,joy
9064,joy
9065,neutral
9066,joy
9067,joy
9068,joy
9069,joy
9070,joy
9071,joy
9072,joy
9073,joy
9074,joy
9075,joy
9076,joy
9077,joy
9078,joy
9079,joy
9080,joy
9081,joy
9082,joy
9083,joy
9084,joy
9085,sadness
9086,joy
9087,joy
9088,sadness
9089,joy
9090,neutral
9091,joy
9092,joy
9093,joy
9094,joy
9095,joy
9096,joy
9097,joy
9098,joy
9099,sadness
9100,joy
9101,joy
9102,joy
9103,joy
9104,neutral
9105,sadness
9106,disgust
9107,joy
9108,joy
9109,joy
9110,joy
9111,joy
9112,neutral
9113,joy
9114,joy
9115,joy
9116,joy
9117,anger
9118,joy
9119,joy
9120,joy
9121,joy
9122,joy
9123,disgust
9124,joy
9125,joy
9126,joy
9127,joy
9128,joy
9129,joy
9130,joy
9131,joy
9132,joy
9133,joy
9134,joy
9135,joy
9136,joy
9137,joy
9138,joy
9139,joy
9140,joy
9141,joy
9142,joy
9143,joy
9144,joy
9145,joy
9146,joy
9147,joy
9148,joy
9149,joy
9150,joy
9151,joy
9152,joy
9153,joy
9154,joy
9155,joy
9156,joy
9157,joy
9158,sadness
9159,joy
9160,joy
9161,joy
9162,joy
9163,joy
9164,joy
9165,joy
9166,sadness
9167,joy
9168,joy
9169,neutral
9170,joy
9171,joy
9172,joy
9173,neutral
9174,joy
9175,joy
9176,joy
9177,joy
9178,joy
9179,joy
9180,joy
9181,joy
9182,sadness
9183,sadness
9184,joy
9185,joy
9186,joy
9187,joy
9188,joy
9189,joy
9190,joy
9191,joy
9192,joy
9193,joy
9194,joy
9195,joy
9196,joy
9197,joy
9198,joy
9199,sadness
9200,joy
9201,joy
9202,joy
9203,joy
9204,joy
9205,joy
9206,joy
9207,sadness
9208,joy
9209,joy
9210,joy
9211,joy
9212,joy
9213,joy
9214,joy
9215,joy
9216,joy
9217,neutral
9218,joy
9219,joy
9220,joy
9221,neutral
9222,joy
9223,joy
9224,joy
9225,joy
9226,joy
9227,joy
9228,joy
9229,joy
9230,joy
9231,joy
9232,joy
9233,joy
9234,joy
9235,joy
9236,joy
9237,joy
9238,joy
9239,joy
9240,neutral
9241,joy
9242,neutral
9243,joy
9244,joy
9245,joy
9246,joy
9247,joy
9248,joy
9249,joy
9250,joy
9251,joy
9252,joy
9253,sadness
9254,joy
9255,joy
9256,neutral
9257,joy
9258,joy
9259,joy
9260,joy
9261,joy
9262,joy
9263,joy
9264,neutral
9265,joy
9266,joy
9267,joy
9268,joy
9269,joy
9270,joy
9271,joy
9272,neutral
9273,disgust
9274,joy
9275,joy
9276,joy
9277,disgust
9278,joy
9279,joy
9280,joy
9281,joy
9282,joy
9283,neutral
9284,joy
9285,sadness
9286,joy
9287,joy
9288,joy
9289,joy
9290,joy
9291,joy
9292,joy
9293,joy
9294,joy
9295,joy
9296,joy
9297,joy
9298,joy
9299,joy
9300,joy
9301,neutral
9302,joy
9303,joy
9304,joy
9305,joy
9306,neutral
9307,joy
9308,joy
9309,neutral
9310,sadness
9311,joy
9312,joy
9313,joy
9314,joy
9315,joy
9316,joy
9317,joy
9318,joy
9319,joy
9320,joy
9321,joy
9322,joy
9323,joy
9324,joy
9325,joy
9326,joy
9327,joy
9328,sadness
9329,joy
9330,joy
9331,joy
9332,neutral
9333,joy
9334,joy
9335,joy
9336,joy
9337,joy
9338,joy
9339,joy
9340,joy
9341,joy
9342,joy
9343,neutral
9344,joy
9345,joy
9346,joy
9347,neutral
9348,joy
9349,joy
9350,joy
9351,joy
9352,neutral
9353,joy
9354,joy
9355,joy
9356,joy
9357,joy
9358,joy
9359,joy
9360,joy
9361,joy
9362,joy
9363,joy
9364,joy
9365,joy
9366,joy
9367,joy
9368,joy
9369,joy
9370,fear
9371,sadness
9372,joy
9373,joy
9374,joy
9375,joy
9376,joy
9377,neutral
9378,joy
9379,joy
9380,joy
9381,neutral
9382,joy
9383,joy
9384,joy
9385,joy
9386,joy
9387,joy
9388,joy
9389,joy
9390,joy
9391,joy
9392,joy
9393,joy
9394,joy
9395,sadness
9396,joy
9397,sadness
9398,joy
9399,joy
9400,joy
9401,joy
9402,joy
9403,neutral
9404,neutral
9405,joy
9406,joy
9407,joy
9408,joy
9409,joy
9410,sadness
9411,joy
9412,joy
9413,joy
9414,joy
9415,joy
9416,joy
9417,joy
9418,joy
9419,joy
9420,joy
9421,joy
9422,joy
9423,joy
9424,joy
9425,neutral
9426,neutral
9427,joy
9428,joy
9429,sadness
9430,joy
9431,joy
9432,joy
9433,joy
9434,joy
9435,joy
9436,joy
9437,joy
9438,joy
9439,joy
9440,joy
9441,joy
9442,neutral
9443,joy
9444,joy
9445,joy
9446,joy
9447,joy
9448,joy
9449,joy
9450,neutral
9451,joy
9452,joy
9453,joy
9454,joy
9455,joy
9456,joy
9457,joy
9458,joy
9459,joy
9460,joy
9461,joy
9462,joy
9463,joy
9464,joy
9465,joy
9466,joy
9467,joy
9468,joy
9469,joy
9470,joy
9471,joy
9472,joy
9473,joy
9474,joy
9475,joy
9476,joy
9477,joy
9478,joy
9479,joy
9480,joy
9481,neutral
9482,neutral
9483,neutral
9484,joy
9485,joy
9486,joy
9487,joy
9488,joy
9489,joy
9490,joy
9491,joy
9492,joy
9493,joy
9494,joy
9495,joy
9496,joy
9497,joy
9498,joy
9499,joy
9500,joy
9501,joy
9502,joy
9503,joy
9504,joy
9505,joy
9506,neutral
9507,joy
9508,joy
9509,joy
9510,fear
9511,sadness
9512,joy
9513,joy
9514,joy
9515,neutral
9516,joy
9517,joy
9518,joy
9519,joy
9520,joy
9521,neutral
9522,joy
9523,fear
9524,joy
9525,joy
9526,joy
9527,disgust
9528,sadness
9529,joy
9530,joy
9531,joy
9532,sadness
9533,joy
9534,joy
9535,joy
9536,sadness
9537,joy
9538,joy
9539,joy
9540,neutral
9541,joy
9542,neutral
9543,disgust
9544,joy
9545,joy
9546,joy
9547,joy
9548,joy
9549,joy
9550,joy
9551,joy
9552,joy
9553,joy
9554,joy
9555,joy
9556,joy
9557,joy
9558,joy
9559,joy
9560,joy
9561,joy
9562,joy
9563,neutral
9564,joy
9565,joy
9566,joy
9567,joy
9568,joy
9569,joy
9570,joy
9571,joy
9572,neutral
9573,joy
9574,disgust
9575,joy
9576,neutral
9577,joy
9578,joy
9579,neutral
9580,joy
9581,neutral
9582,neutral
9583,joy
9584,joy
9585,anger
9586,neutral
9587,joy
9588,sadness
9589,joy
9590,neutral
9591,joy
9592,joy
9593,neutral
9594,joy
9595,joy
9596,joy
9597,joy
9598,joy
9599,joy
9600,joy
9601,joy
9602,joy
9603,joy
9604,joy
9605,joy
9606,joy
9607,joy
9608,joy
9609,joy
9610,joy
9611,joy
9612,joy
9613,joy
9614,joy
9615,joy
9616,joy
9617,disgust
9618,joy
9619,joy
9620,joy
9621,sadness
9622,joy
9623,joy
9624,joy
9625,neutral
9626,joy
9627,joy
9628,joy
9629,joy
9630,joy
9631,neutral
9632,joy
9633,joy
9634,joy
9635,joy
9636,neutral
9637,neutral
9638,joy
9639,joy
9640,joy
9641,joy
9642,joy
9643,joy
9644,joy
9645,joy
9646,joy
9647,joy
9648,joy
9649,neutral
9650,joy
9651,joy
9652,joy
9653,joy
9654,joy
9655,joy
9656,joy
9657,joy
9658,joy
9659,joy
9660,joy
9661,joy
9662,neutral
9663,joy
9664,joy
9665,joy
9666,joy
9667,joy
9668,sadness
9669,joy
9670,joy
9671,joy
9672,joy
9673,joy
9674,joy
9675,joy
9676,joy
9677,joy
9678,neutral
9679,joy
9680,joy
9681,joy
9682,joy
9683,neutral
9684,joy
9685,joy
9686,joy
9687,joy
9688,joy
9689,joy
9690,joy
9691,neutral
9692,joy
9693,joy
9694,joy
9695,joy
9696,sadness
9697,joy
9698,joy
9699,joy
9700,joy
9701,joy
9702,joy
9703,joy
9704,joy
9705,neutral
9706,joy
9707,joy
9708,joy
9709,joy
9710,joy
9711,joy
9712,joy
9713,neutral
9714,anger
9715,joy
9716,joy
9717,sadness
9718,joy
9719,joy
9720,joy
9721,joy
9722,joy
9723,joy
9724,joy
9725,joy
9726,joy
9727,neutral
9728,joy
9729,joy
9730,joy
9731,joy
9732,joy
9733,joy
9734,joy
9735,joy
9736,joy
9737,disgust
9738,joy
9739,joy
9740,joy
9741,joy
9742,joy
9743,neutral
9744,neutral
9745,joy
9746,joy
9747,joy
9748,joy
9749,joy
9750,joy
9751,joy
9752,neutral
9753,joy
9754,joy
9755,joy
9756,joy
9757,joy
9758,neutral
9759,joy
9760,joy
9761,joy
9762,joy
9763,joy
9764,joy
9765,neutral
9766,joy
9767,joy
9768,joy
9769,joy
9770,joy
9771,joy
9772,joy
9773,neutral
9774,joy
9775,joy
9776,joy
9777,joy
9778,joy
9779,joy
9780,joy
9781,joy
9782,neutral
9783,joy
9784,joy
9785,sadness
9786,joy
9787,sadness
9788,joy
9789,joy
9790,joy
9791,joy
9792,joy
9793,joy
9794,joy
9795,neutral
9796,joy
9797,joy
9798,joy
9799,joy
9800,joy
9801,joy
9802,joy
9803,joy
9804,joy
9805,joy
9806,joy
9807,joy
9808,joy
9809,joy
9810,joy
9811,joy
9812,neutral
9813,sadness
9814,joy
9815,joy
9816,joy
9817,joy
9818,joy
9819,joy
9820,joy
9821,joy
9822,joy
9823,joy
9824,joy
9825,joy
9826,joy
9827,joy
9828,sadness
9829,joy
9830,joy
9831,joy
9832,joy
9833,joy
9834,joy
9835,joy
9836,joy
9837,joy
9838,neutral
9839,joy
9840,joy
9841,neutral
9842,joy
9843,joy
9844,joy
9845,neutral
9846,joy
9847,joy
9848,joy
9849,joy
9850,joy
9851,neutral
9852,sadness
9853,joy
9854,disgust
9855,joy
9856,joy
9857,joy
9858,joy
9859,joy
9860,sadness
9861,sadness
9862,joy
9863,neutral
9864,joy
9865,joy
9866,joy
9867,joy
9868,joy
9869,joy
9870,joy
9871,joy
9872,disgust
9873,joy
9874,joy
9875,joy
9876,joy
9877,joy
9878,joy
9879,joy
9880,joy
9881,joy
9882,joy
9883,joy
9884,joy
9885,joy
9886,joy
9887,joy
9888,joy
9889,joy
9890,joy
9891,sadness
9892,joy
9893,joy
9894,joy
9895,joy
9896,joy
9897,joy
9898,joy
9899,neutral
9900,joy
9901,joy
9902,joy
9903,joy
9904,joy
9905,joy
9906,joy
9907,anger
9908,joy
9909,joy
9910,neutral
9911,joy
9912,neutral
9913,joy
9914,joy
9915,joy
9916,joy
9917,joy
9918,joy
9919,joy
9920,joy
9921,joy
9922,joy
9923,joy
9924,joy
9925,joy
9926,joy
9927,joy
9928,joy
9929,joy
9930,joy
9931,joy
9932,joy
9933,joy
9934,neutral
9935,joy
9936,joy
9937,joy
9938,joy
9939,joy
9940,joy
9941,joy
9942,joy
9943,joy
9944,joy
9945,joy
9946,joy
9947,joy
9948,joy
9949,joy
9950,joy
9951,joy
9952,joy
9953,joy
9954,sadness
9955,joy
9956,joy
9957,joy
9958,joy
9959,joy
9960,joy
9961,joy
9962,joy
9963,joy
9964,joy
9965,joy
9966,joy
9967,joy
9968,disgust
9969,joy
9970,joy
9971,joy
9972,joy
9973,joy
9974,joy
9975,neutral
9976,joy
9977,joy
9978,joy
9979,neutral
9980,joy
9981,joy
9982,neutral
9983,joy
9984,joy
9985,joy
9986,joy
9987,joy
9988,joy
9989,joy
9990,neutral
9991,disgust
9992,joy
9993,joy
9994,joy
9995,joy
9996,joy
9997,joy
9998,joy
9999,neutral
10000,neutral
10001,joy
10002,joy
10003,joy
10004,neutral
10005,joy
10006,joy
10007,joy
10008,joy
10009,joy
10010,joy
10011,joy
10012,joy
10013,neutral
10014,joy
10015,joy
10016,joy
10017,joy
10018,joy
10019,joy
10020,joy
10021,neutral
10022,joy
10023,joy
10024,joy
10025,joy
10026,joy
10027,sadness
10028,neutral
10029,joy
10030,sadness
10031,joy
10032,joy
10033,joy
10034,joy
10035,joy
10036,joy
10037,neutral
10038,joy
10039,joy
10040,joy
10041,neutral
10042,joy
10043,neutral
10044,joy
10045,joy
10046,joy
10047,sadness
10048,joy
10049,joy
10050,joy
10051,joy
10052,joy
10053,joy
10054,joy
10055,joy
10056,joy
10057,joy
10058,disgust
10059,joy
10060,joy
10061,joy
10062,joy
10063,joy
10064,joy
10065,joy
10066,joy
10067,joy
10068,joy
10069,joy
10070,joy
10071,joy
10072,neutral
10073,joy
10074,neutral
10075,joy
10076,joy
10077,joy
10078,joy
10079,joy
10080,joy
10081,joy
10082,disgust
10083,joy
10084,joy
10085,joy
10086,joy
10087,neutral
10088,joy
10089,joy
10090,joy
10091,joy
10092,joy
10093,neutral
10094,joy
10095,joy
10096,joy
10097,joy
10098,joy
10099,neutral
10100,neutral
10101,joy
10102,joy
10103,joy
10104,joy
10105,joy
10106,joy
10107,joy
10108,joy
10109,neutral
10110,joy
10111,joy
10112,joy
10113,joy
10114,joy
10115,joy
10116,joy
10117,joy
10118,joy
10119,joy
10120,joy
10121,neutral
10122,joy
10123,joy
10124,joy
10125,joy
10126,neutral
10127,joy
10128,joy
10129,joy
10130,joy
10131,joy
10132,joy
10133,joy
10134,joy
10135,joy
10136,joy
10137,sadness
10138,joy
